CustomerID,Age,Gender,City,AnnualIncome_INR,TenureMonths,CardType,CreditLimit_INR,NumProductsHeld,DaysSinceLastTxn,TxnPerMonth,AvgMonthlySpend_INR,CreditUtilization,LatePayments12M,Complaints6M,ServiceCalls6M,MobileAppLogins3M,RewardsRedeemed12M,AutoPayEnabled,Churned
CUST100243,62,Male,Mumbai,734000,7,Silver,239000,1,13,8,12581,0.147,1,0,0,10,4,0,0
CUST100244,69,Male,Mumbai,691000,2,Silver,177000,1,4,11,11703,0.263,3,1,1,13,3,0,0
CUST100245,55,Female,Mumbai,510000,16,Silver,134000,2,81,6,619,0.614,1,0,0,10,1,1,1
CUST100246,57,Male,Mumbai,322000,26,Basic,53000,1,5,4,1986,0.236,0,0,0,10,1,0,1
CUST100247,56,Female,Mumbai,768000,15,Silver,137000,1,58,1,5026,0.511,2,0,0,0,0,1,1
CUST100248,54,Male,Hyderabad,478000,13,Basic,67000,1,57,11,4876,0.269,0,1,4,3,0,0,1
CUST100249,46,Female,Mumbai,,40,Silver,244000,2,52,6,15277,0.48,1,1,2,7,0,1,1
CUST100250,46,Male,Mumbai,471000,95,Basic,51000,1,16,7,2467,0.463,1,0,0,10,2,1,0
CUST100251,62,Male,Pune,398000,27,Basic,60000,1,32,9,3293,0.483,0,1,3,24,1,0,0
CUST100252,69,Female,Bangalore,830000,28,Silver,210000,2,70,4,5355,0.099,0,1,3,14,1,1,0
CUST100253,51,Male,Pune,793000,12,Silver,283000,1,20,11,16964,0.023,0,0,0,1,3,0,0
CUST100254,51,Male,Chennai,1003000,17,Gold,457000,2,1,3,11196,0.245,0,0,2,15,1,1,0
CUST100255,37,Female,Hyderabad,2427000,15,Platinum,1328000,4,9,15,45027,0.641,1,0,0,11,2,1,0
CUST100256,36,Male,Chennai,850000,105,Silver,285000,1,51,2,6989,0.304,0,1,4,0,1,1,1
CUST100257,72,Male,Bangalore,952000,43,Gold,330000,1,1,13,33542,0.314,2,0,0,18,5,1,0
CUST100258,47,Male,Chennai,403000,53,Basic,84000,1,36,0,2335,0.265,1,0,2,17,0,1,0
CUST100259,72,Male,Delhi NCR,359000,8,Basic,48000,2,36,12,3424,0.224,0,0,1,11,2,1,0
CUST100260,48,Female,Delhi NCR,1742000,60,Platinum,1264000,1,7,11,68286,0.211,1,0,0,8,0,0,0
CUST100261,39,Female,Bangalore,439000,21,Basic,72000,1,20,10,2026,0.695,2,1,2,13,1,0,1
CUST100262,56,Male,Mumbai,411000,6,Basic,59000,1,20,1,2517,0.116,0,0,1,8,0,1,0
CUST100263,65,Male,Pune,714000,36,Silver,187000,2,70,6,3165,0.186,0,0,0,44,3,1,0
CUST100264,63,Male,Delhi NCR,694000,6,Silver,198000,3,60,5,7514,0.281,2,0,1,11,0,1,1
CUST100265,66,Female,Mumbai,444000,22,Basic,71000,2,18,13,4887,0.52,0,0,1,9,1,1,0
CUST100266,44,M,Delhi NCR,617000,5,Silver,185000,5,22,3,7796,0.503,1,1,1,29,1,1,0
CUST100267,72,Female,Pune,1434000,28,Platinum,780000,2,90,2,22181,0.636,5,1,4,24,1,0,1
CUST100268,72,Male,Delhi NCR,468000,9,Basic,92000,2,75,9,2383,0.162,0,0,0,9,3,0,0
CUST100269,72,Male,Chennai,339000,9,Basic,64000,1,25,25,5185,0.403,1,3,6,51,5,0,0
CUST100270,58,Male,Pune,1225000,7,Gold,485000,2,27,4,15972,0.253,0,2,5,5,1,0,1
CUST100271,51,Male,Mumbai,956000,2,Gold,352000,1,1,7,13961,0.436,1,1,3,19,1,0,0
CUST100272,50,male ,Pune,,6,Basic,94000,1,11,5,5525,0.028,1,0,3,27,1,1,0
CUST100273,39,Female,Delhi NCR,306000,52,Basic,59000,2,14,5,1708,0.415,2,1,0,0,2,1,0
CUST100274,49,Male,Mumbai,484000,17,Basic,117000,1,57,13,8926,0.733,3,1,2,9,2,0,1
CUST100275,33,Male,Chennai,708000,62,Silver,225000,1,10,6,11450,0.217,1,0,1,12,1,1,0
CUST100276,38,Male,Hyderabad,1385000,92,Platinum,990000,3,23,23,128199,0.103,0,0,2,17,5,1,0
CUST100277,58,Male,Delhi NCR,412000,99,Basic,113000,2,1,8,5934,0.785,2,0,0,15,4,0,0
CUST100278,52,Male,Bangalore,696000,3,Silver,207000,3,39,15,19487,0.549,0,1,3,4,2,1,1
CUST100279,57,Male,Delhi NCR,1057000,28,Gold,460000,1,45,2,15862,0.356,1,2,2,24,4,1,1
CUST100280,64,Female,Bangalore,300000,5,Basic,59000,1,39,0,2017,0.601,1,0,1,0,1,0,1
CUST100281,59,Male,Bangalore,1288000,73,Gold,422000,2,13,8,12674,0.44,1,0,0,18,1,1,1
CUST100282,58,Male,Bangalore,381000,53,Basic,62000,3,11,8,707,0.174,2,1,3,0,2,1,0
CUST100283,54,Male,Bangalore,876000,16,Gold,318000,1,12,5,16118,0.157,1,2,4,31,0,1,1
CUST100284,,Female,Mumbai,835000,18,Silver,254000,4,14,15,21825,0.553,2,1,3,14,2,1,0
CUST100285,42,Male,Chennai,1324000,29,Gold,513000,3,51,2,21314,0.192,0,0,2,0,0,0,0
CUST100286,49,Female,Chennai,988000,41,Gold,405000,1,65,0,10322,0.2,0,0,1,13,0,0,1
CUST100287,54,Female,Chennai,300000,64,Basic,63000,1,27,25,9721,0.769,2,0,1,17,3,0,0
CUST100288,55,Female,Mumbai,474000,5,Gold,219000,3,28,5,8595,0.113,0,0,1,18,0,1,0
CUST100289,66,Female,Delhi NCR,787000,29,Silver,208000,1,28,4,9950,0.188,5,0,0,3,1,1,0
CUST100290,53,Male,Delhi NCR,655000,17,Silver,157000,2,37,8,10119,0.56,0,0,0,9,0,0,0
CUST100291,62,Female,Mumbai,949000,12,Gold,457000,1,19,5,31534,0.026,0,0,2,15,0,1,0
CUST100292,40,Male,Mumbai,1126000,43,Basic,226000,1,37,1,6811,0.574,2,0,0,0,0,1,0
CUST100293,58,Female,Delhi NCR,1019000,18,Gold,290000,2,13,7,12041,0.073,0,0,0,34,1,0,0
CUST100294,57,Male,Chennai,648000,49,Silver,166000,1,115,17,7512,0.302,1,1,3,6,3,0,1
CUST100295,72,Male,Mumbai,300000,61,Basic,54000,1,19,12,5296,0.198,0,0,2,46,4,0,0
CUST100296,52,Male,Pune,568000,17,Basic,114000,4,6,10,7808,0.311,0,2,3,21,3,0,0
CUST100297,51,Female,Bangalore,917000,2,Gold,427000,1,26,6,23565,0.424,1,1,1,5,1,0,0
CUST100298,64,Male,Pune,400000,121,Basic,74000,1,23,8,7832,0.094,0,1,3,9,3,0,0
CUST100299,43,Male,Bangalore,1032000,43,Gold,456000,1,70,0,15139,0.225,0,0,0,0,1,0,0
CUST100300,58,Female,Bangalore,1202000,78,Gold,486000,3,33,7,15291,0.195,1,0,1,23,1,1,0
CUST100301,42,Female,Bangalore,782000,4,Silver,187000,2,32,1,5862,0.247,0,1,2,6,0,1,0
CUST100302,72,Male,Hyderabad,300000,6,Basic,50000,4,56,14,2584,0.112,2,0,0,20,1,1,0
CUST100303,50,Male,Bangalore,361000,3,Basic,64000,2,96,1,1878,0.388,0,0,2,22,1,0,1
CUST100304,42,Male,Bangalore,2058000,9,Platinum,1243000,1,31,6,53095,0.093,0,1,2,36,0,0,0
CUST100305,49,Female,Bangalore,540000,1,Basic,63000,1,10,10,3156,0.282,1,0,1,12,2,0,1
CUST100306,58,Male,Chennai,300000,72,Platinum,169000,1,7,9,5680,0.079,2,0,1,22,3,1,0
CUST100307,61,Female,Mumbai,1439000,14,Platinum,884000,1,58,12,87415,0.215,0,1,1,14,3,0,0
CUST100308,72,Male,Bangalore,735000,55,Silver,190000,1,9,9,11956,0.423,3,1,3,37,2,1,1
CUST100309,48,Male,Bangalore,1339000,62,Gold,512000,1,36,2,17358,0.132,3,0,2,14,1,1,0
CUST100310,,Male,Hyderabad,849000,61,Silver,251000,1,9,8,16849,0.01,0,0,2,23,1,0,0
CUST100311,38,Male,Bangalore,939000,24,Gold,303000,1,15,13,24198,0.01,0,0,1,10,3,0,0
CUST100312,44,Female,Bangalore,891000,121,Gold,252000,3,117,8,14923,0.252,2,0,1,0,2,0,1
CUST100313,40,Male,Hyderabad,1070000,76,Gold,401000,2,33,7,24963,0.503,1,0,1,6,0,1,0
CUST100314,46,Male,Bangalore,2553000,110,Platinum,1766000,3,69,12,122923,0.556,2,1,3,10,2,1,0
CUST100315,64,Female,Mumbai,1244000,31,Gold,649000,1,25,8,42634,0.465,2,0,0,14,1,1,1
CUST100316,48,Female,Mumbai,306000,70,Basic,61000,1,10,5,3405,0.079,0,0,0,20,1,1,0
CUST100317,50,Female,Mumbai,933000,22,Gold,275000,3,55,7,14894,0.793,2,0,1,9,0,0,1
CUST100318,58,Male,Mumbai,1367000,46,Platinum,796000,1,71,8,40658,0.537,3,0,0,6,1,1,1
CUST100319,61,Female,Delhi NCR,1413000,42,Platinum,899000,4,42,16,103810,0.626,0,0,0,18,4,1,0
CUST100320,50,Female,Pune,577000,4,Silver,162000,1,12,5,6318,0.126,0,0,1,9,0,1,0
CUST100321,44,Male,Chennai,1384000,9,Platinum,923000,1,51,3,40653,0.426,0,0,1,0,2,0,1
CUST100322,72,Male,Mumbai,1215000,54,Gold,406000,2,15,5,20780,0.351,0,1,1,14,1,0,0
CUST100323,50,Female,Bangalore,3002000,2,Platinum,1847000,1,17,8,82547,0.331,1,1,2,18,1,1,1
CUST100324,51,Male,Mumbai,483000,51,Basic,91000,1,15,10,4192,0.676,1,1,1,13,3,1,0
CUST100325,52,Male,Hyderabad,552000,31,Basic,112000,1,15,8,5475,0.127,0,0,0,8,1,0,0
CUST100326,62,Female,Mumbai,616000,156,Platinum,320000,1,17,10,16585,0.146,0,1,1,25,2,0,0
CUST100327,40,Female,Bangalore,557000,2,Silver,142000,1,15,1,2661,0.284,1,0,0,,1,1,1
CUST100328,72,Male,Delhi NCR,447000,26,Basic,40000,1,49,5,1465,0.109,1,1,3,18,5,1,0
CUST100329,51,Male,Chennai,300000,109,Basic,47000,1,17,14,3706,0.05,0,0,3,18,1,0,0
CUST100330,62,Male,Delhi NCR,574000,1,Silver,141000,1,50,12,13019,0.308,1,0,3,21,1,0,1
CUST100331,42,Male,Chennai,894000,37,Gold,292000,3,14,6,16546,0.55,0,0,2,63,2,1,0
CUST100332,57,Female,Mumbai,556000,16,Silver,156000,3,16,11,2193,0.71,1,1,2,2,2,1,0
CUST100333,72,Female,Hyderabad,2115000,11,Platinum,1273000,1,8,9,87660,0.385,2,0,0,17,2,1,0
CUST100334,72,Male,Bangalore,735000,47,Silver,119000,1,17,9,5722,0.234,1,0,0,11,3,1,0
CUST100335,62,Male,Chennai,1484000,22,Platinum,937000,3,4,13,74476,0.287,1,2,1,13,2,1,0
CUST100336,45,Female,Pune,842000,30,Silver,191000,1,19,5,8659,0.405,1,1,3,3,1,1,1
CUST100337,71,Male,Hyderabad,1149000,1,Gold,500000,2,10,9,27206,0.433,0,1,4,7,1,1,1
CUST100338,38,Male,Mumbai,851000,28,Silver,178000,4,27,8,9437,0.044,0,0,2,16,2,1,0
CUST100339,45,Male,Delhi NCR,1549000,4,Platinum,947000,1,35,8,51447,0.133,1,0,2,28,2,0,0
CUST100340,54,Female,Delhi NCR,752000,23,Silver,194000,1,59,2,9899,0.216,1,2,2,0,1,1,1
CUST100341,39,Male,Delhi NCR,958000,4,Gold,404000,2,1,19,35465,0.256,1,0,2,23,2,0,0
CUST100342,49,Female,Bangalore,892000,38,Gold,365000,2,25,6,23508,0.259,2,0,2,23,3,1,0
CUST100343,65,Male,Hyderabad,622000,7,Silver,161000,1,6,13,14442,0.281,1,0,1,17,1,0,0
CUST100344,47,Female,Hyderabad,911000,2,Gold,264000,1,68,15,24105,0.561,1,0,1,0,3,0,1
CUST100345,65,Male,Bangalore,2493000,59,Platinum,1113000,3,20,10,31403,0.47,1,0,1,6,2,0,0
CUST100346,72,Male,Chennai,629000,9,Silver,153000,1,5,14,14916,0.051,0,0,0,21,3,1,0
CUST100347,59,Male,Pune,919000,1,Gold,367000,1,8,7,16348,0.342,2,0,2,4,1,1,1
CUST100348,65,Male,Hyderabad,1457000,42,Platinum,789000,3,1,12,64134,0.612,1,1,4,47,1,0,0
CUST100349,72,Male,Mumbai,1366000,26,Platinum,924000,5,5,6,31794,0.432,0,0,0,42,1,1,0
CUST100350,50,Male,Bangalore,734000,33,Silver,190000,2,22,27,13806,0.615,3,0,0,34,2,1,0
CUST100351,65,Male,Pune,300000,71,Basic,44000,1,65,3,2763,0.39,0,0,1,10,4,1,0
CUST100352,50,Male,Delhi NCR,969000,8,Gold,368000,1,4,8,14349,0.71,1,0,0,38,1,0,0
CUST100353,58,Female,Delhi NCR,300000,11,Basic,55000,3,26,8,4043,0.329,0,1,1,0,1,0,1
CUST100354,67,Male,Hyderabad,1637000,48,Platinum,1054000,1,19,7,56361,0.293,0,0,1,0,2,1,0
CUST100355,46,Female,Hyderabad,801000,16,Silver,292000,2,20,5,11619,0.352,1,1,4,16,2,0,0
CUST100356,34,Female,Hyderabad,1264000,11,Gold,445000,1,25,2,15963,0.2,2,0,1,9,1,0,0
CUST100357,45,Male,Pune,444000,58,Basic,77000,2,90,3,1850,0.067,0,1,0,3,1,1,1
CUST100358,69,Female,Delhi NCR,311000,16,Basic,59000,1,57,10,3573,0.354,0,0,0,21,2,1,0
CUST100359,44,Female,Delhi NCR,842000,15,Silver,228000,1,65,5,7009,0.114,0,2,4,26,2,1,1
CUST100360,69,Female,Bangalore,716000,101,Silver,177000,1,57,8,8532,0.533,2,0,1,9,1,0,1
CUST100361,45,Male,Bangalore,557000,2,Silver,109000,2,26,12,9319,0.58,0,1,4,13,2,0,0
CUST100362,52,Male,Bangalore,764000,103,Silver,189000,2,30,8,11126,0.121,0,0,1,4,2,0,0
CUST100363,55,Male,Chennai,3342000,15,Platinum,1639000,1,1,17,74815,0.085,0,0,1,27,1,0,0
CUST100364,44,Male,Delhi NCR,1154000,112,Gold,318000,1,16,2,14517,0.278,1,1,3,15,1,1,0
CUST100365,52,Female,Chennai,1299000,6,Gold,445000,2,62,7,22930,0.155,0,0,0,25,1,0,0
CUST100366,39,Female,Delhi NCR,1160000,30,Gold,377000,1,77,1,10514,0.603,1,0,1,4,0,0,1
CUST100367,51,Male,Delhi NCR,1646000,47,Platinum,1106000,4,111,2,49224,0.499,0,0,0,9,0,0,1
CUST100368,54,Female,Mumbai,657000,48,Silver,198000,2,23,6,9137,0.071,0,1,3,11,0,0,0
CUST100369,34,Male,Mumbai,300000,4,Basic,44000,2,9,16,2264,0.423,1,0,0,11,4,1,0
CUST100370,45,Female,Pune,658000,4,Silver,171000,2,27,21,25095,0.273,1,1,2,37,2,1,0
CUST100371,58,Male,Delhi NCR,1140000,34,Platinum,461000,1,68,9,26485,0.196,0,0,1,37,1,1,0
CUST100372,43,Female,Mumbai,428000,4,Basic,69000,2,81,5,3065,0.344,1,0,1,22,0,0,1
CUST100373,60,Female,Chennai,662000,56,Silver,193000,1,25,7,8755,0.345,3,1,6,1,1,0,0
CUST100374,62,Male,Bangalore,499000,65,Basic,101000,1,16,4,5808,0.336,1,1,2,7,0,0,0
CUST100375,58,Male,Mumbai,1666000,6,Platinum,883000,3,1,18,63423,0.294,0,0,0,28,2,1,0
CUST100376,65,Female,Delhi NCR,1102000,51,Gold,524000,2,3,8,15376,0.19,1,0,0,30,3,1,0
CUST100377,39,Male,Mumbai,1044000,3,Gold,304000,1,15,5,11022,0.831,8,1,2,9,2,1,1
CUST100378,68,Male,Chennai,1027000,108,Gold,319000,1,18,4,18941,0.491,2,0,1,19,2,0,0
CUST100379,44,Female,Delhi NCR,715000,26,Silver,219000,1,47,4,11623,0.449,1,1,2,21,1,0,0
CUST100380,56,Male,Mumbai,813000,46,Silver,288000,3,10,3,10484,0.467,0,0,1,19,2,0,0
CUST100381,72,Male,Mumbai,380000,45,Basic,73000,2,28,5,4693,0.337,1,0,1,3,1,0,1
CUST100382,50,Male,Bangalore,300000,37,Basic,52000,1,7,7,3288,0.304,1,0,0,26,3,0,0
CUST100383,55,Male,Mumbai,792000,31,Silver,130000,1,6,9,6907,0.693,0,1,1,25,1,1,0
CUST100384,44,Female,Pune,872000,2,Gold,222000,2,13,3,8315,0.482,0,1,1,2,2,1,0
CUST100385,72,Male,Mumbai,1418000,69,Platinum,882000,2,6,7,50045,0.054,0,0,3,10,0,1,0
CUST100386,45,Male,Bangalore,1731000,32,Platinum,985000,2,17,8,40429,0.193,0,2,3,38,1,1,0
CUST100387,63,Male,Delhi NCR,1730000,11,Platinum,842000,2,1,10,51267,0.502,1,1,0,24,1,0,0
CUST100388,72,Female,Delhi NCR,421000,15,Basic,75000,1,1,15,6234,0.144,0,1,0,26,1,1,0
CUST100389,64,Male,Mumbai,601000,16,Silver,167000,1,21,5,3755,0.55,1,0,1,10,1,0,0
CUST100390,59,Female,Pune,950000,3,Gold,445000,5,59,8,22957,0.226,1,0,1,12,0,0,0
CUST100391,56,Female,Hyderabad,2936000,8,Platinum,1829000,3,12,2,60458,0.443,1,0,0,19,2,0,0
CUST100392,42,Female,Mumbai,1646000,2,Platinum,1222000,2,32,9,92336,0.203,0,0,0,0,2,0,1
CUST100393,72,Female,Mumbai,1350000,31,Gold,541000,2,7,5,11001,0.417,4,0,2,21,2,1,0
CUST100394,58,Female,Hyderabad,589000,19,Silver,157000,1,3,13,9728,0.129,0,0,0,13,2,0,0
CUST100395,55,Female,Bangalore,449000,110,Basic,94000,1,80,9,4644,0.565,0,0,1,4,1,1,1
CUST100396,,Male,Mumbai,1126000,10,Gold,371000,5,30,6,23216,0.443,0,0,0,8,2,0,0
CUST100397,55,Female,Mumbai,398000,30,Basic,106000,1,36,6,5083,0.464,1,0,1,16,1,0,1
CUST100398,54,Male,Chennai,640000,3,Silver,186000,1,80,2,10407,0.153,1,0,1,19,2,1,1
CUST100399,72,Male,Chennai,,13,Silver,199000,3,3,11,15233,0.375,1,0,0,23,3,1,0
CUST100400,55,Female,Bangalore,1752000,33,Platinum,1166000,2,2,12,68423,0.264,0,1,5,26,3,0,0
CUST100401,55,Female,Hyderabad,600000,104,Silver,218000,1,1,12,15637,0.331,0,0,0,41,3,0,0
CUST100402,43,Female,Bangalore,300000,112,Basic,60000,1,3,16,4244,0.388,2,0,1,18,0,0,0
CUST100403,47,Male,Delhi NCR,963000,3,Gold,274000,1,54,6,16744,0.177,0,0,2,21,1,1,0
CUST100404,61,Male,Bangalore,497000,34,Basic,110000,3,99,4,2805,0.234,1,0,1,0,3,0,1
CUST100405,38,Male,Delhi NCR,747000,10,Silver,191000,2,26,4,6108,0.106,0,0,2,11,2,0,0
CUST100406,68,Male,Mumbai,695000,72,Silver,193000,1,41,21,20714,0.574,1,0,1,3,1,1,0
CUST100407,68,Male,Mumbai,627000,47,Basic,85000,1,62,0,3517,0.335,0,1,2,0,0,0,1
CUST100408,46,Male,Delhi NCR,1127000,9,Gold,493000,1,84,10,10175,0.262,1,0,1,7,3,0,1
CUST100409,59,Male,Chennai,314000,18,Basic,49000,1,91,11,4419,0.438,2,0,1,38,2,0,1
CUST100410,72,Female,Mumbai,549000,1,Basic,98000,1,1,12,6282,0.587,0,0,2,10,2,1,0
CUST100411,53,Male,Delhi NCR,1063000,19,Gold,403000,2,9,5,7978,0.134,1,0,0,16,0,1,0
CUST100412,51,Female,Chennai,520000,28,Platinum,426000,1,29,2,1541,0.432,2,1,2,1,1,0,1
CUST100413,52,Female,Bangalore,301000,23,Basic,72000,1,8,8,2131,0.209,1,0,0,14,2,0,1
CUST100414,58,Male,Pune,1054000,45,Gold,425000,1,20,10,25690,0.314,3,0,0,16,1,1,0
CUST100415,48,Male,Pune,1353000,6,Silver,372000,3,59,0,11031,0.099,0,0,1,0,1,0,1
CUST100416,50,Male,Chennai,712000,61,Silver,181000,1,37,5,9806,0.069,0,1,3,6,0,1,1
CUST100417,58,Female,Mumbai,300000,17,Basic,63000,2,38,7,2717,0.04,1,0,1,16,2,0,0
CUST100418,49,Male,Bangalore,1075000,18,Gold,405000,1,39,4,11483,0.231,0,0,1,19,0,1,0
CUST100419,43,Male,Bangalore,300000,13,Basic,49000,3,1,8,2348,0.36,1,1,2,10,0,1,0
CUST100420,37,Female,Delhi NCR,864000,52,Gold,406000,1,3,20,37467,0.204,1,3,2,14,3,0,0
CUST100421,55,Female,Mumbai,448000,18,Basic,71000,3,37,8,4152,0.462,1,1,0,21,1,1,1
CUST100422,71,Male,Mumbai,385000,14,Basic,67000,1,51,3,2016,0.241,1,1,2,2,0,0,1
CUST100423,60,Male,Bangalore,572000,35,Silver,111000,3,57,0,4266,0.191,0,0,0,17,1,0,0
CUST100424,43,Male,Delhi NCR,659000,36,Silver,202000,1,7,14,12002,0.535,1,0,0,16,2,1,0
CUST100425,47,Male,Mumbai,512000,15,Basic,122000,1,14,7,4656,0.087,1,2,4,3,1,0,0
CUST100426,51,Male,Pune,1008000,66,Gold,456000,1,22,20,34882,0.278,0,0,1,5,2,0,0
CUST100427,72,Male,Hyderabad,571000,17,Silver,196000,1,1,23,26057,0.115,0,1,3,19,4,0,0
CUST100428,72,Female,Mumbai,1251000,45,Gold,424000,1,8,5,18535,0.408,2,1,4,33,1,0,0
CUST100429,72,Male,Hyderabad,851000,13,Silver,241000,1,65,7,9852,0.394,4,0,0,0,1,1,1
CUST100430,56,Female,Mumbai,497000,53,Basic,73000,1,28,2,3392,0.355,3,1,0,12,1,1,1
CUST100431,72,Male,Hyderabad,453000,51,Basic,76000,2,27,12,8355,0.202,0,0,1,,3,1,0
CUST100432,47,Female,Hyderabad,300000,44,Basic,60000,3,11,16,5047,0.116,1,0,4,8,3,0,0
CUST100433,51,Female,Mumbai,856000,55,Silver,237000,1,69,3,12800,0.212,1,0,2,7,4,1,0
CUST100434,67,Female,Pune,600000,30,Silver,122000,3,21,5,7281,0.479,1,1,2,13,1,1,0
CUST100435,58,Female,Hyderabad,300000,8,Basic,40000,2,44,6,1590,0.263,0,0,0,3,0,0,1
CUST100436,59,Male,Hyderabad,543000,25,Silver,111000,2,22,16,8855,0.327,0,0,1,33,2,1,0
CUST100437,36,Male,Hyderabad,444000,9,Basic,85000,3,47,12,3499,0.307,3,2,7,10,1,0,1
CUST100438,44,Male,Bangalore,1735000,34,Platinum,1447000,1,35,4,57679,0.49,4,1,2,5,2,0,1
CUST100439,54,Male,Mumbai,300000,5,Basic,66000,1,27,3,2113,0.062,0,1,3,10,0,1,1
CUST100440,47,Female,Pune,330000,30,Basic,38000,1,24,4,1419,0.528,1,0,1,8,3,1,1
CUST100441,41,Male,Bangalore,1343000,6,Gold,675000,1,15,3,20621,0.552,0,1,1,2,0,1,1
CUST100442,48,Female,Bangalore,1538000,31,Platinum,1093000,2,18,16,79049,0.703,2,0,0,20,3,0,0
CUST100443,58,Male,Delhi NCR,484000,140,Basic,61000,3,11,11,4518,0.365,0,0,1,35,5,1,0
CUST100444,64,Male,Bangalore,515000,40,Basic,86000,1,29,9,4788,0.167,1,1,1,17,3,0,1
CUST100445,37,Male,Mumbai,1024000,13,Gold,490000,1,11,9,12470,0.683,0,0,3,6,2,0,0
CUST100446,55,Female,Chennai,300000,10,Basic,58000,1,18,2,1637,0.202,2,0,1,17,1,1,0
CUST100447,53,Female,Mumbai,300000,19,Basic,40000,1,35,3,858,0.049,0,1,0,6,0,0,1
CUST100448,57,Male,Chennai,625000,25,Silver,189000,1,1,24,21011,0.313,0,0,1,26,2,0,0
CUST100449,43,Male,Pune,1711000,33,Platinum,640000,2,119,11,47042,0.294,0,0,1,4,3,1,1
CUST100450,43,Female,Bangalore,574000,11,Silver,150000,2,1,10,9823,0.747,3,1,2,19,0,0,0
CUST100451,71,Male,Bangalore,771000,35,Silver,253000,2,20,14,14112,0.112,0,0,0,29,1,1,0
CUST100452,33,Female,Delhi NCR,1361000,7,Platinum,830000,3,60,10,54206,0.177,0,1,2,0,2,0,1
CUST100453,46,male ,Hyderabad,2324000,89,Platinum,1286000,1,52,5,50291,0.638,1,0,0,0,0,1,1
CUST100454,50,Male,Chennai,531000,46,Basic,108000,1,22,10,4325,0.202,1,1,0,1,1,0,1
CUST100455,51,Male,Delhi NCR,723000,23,Silver,231000,1,37,10,17172,0.473,4,0,0,15,0,0,0
CUST100456,47,Male,Mumbai,1987000,40,Silver,668000,1,34,3,32792,0.511,0,0,0,6,1,0,0
CUST100457,61,Male,Mumbai,316000,7,Basic,64000,1,11,13,5753,0.029,1,2,8,40,3,0,1
CUST100458,59,Male,Bangalore,1284000,67,Gold,614000,1,36,14,36656,0.496,0,0,2,0,1,1,0
CUST100459,53,Female,Hyderabad,417000,80,Basic,83000,2,43,20,10266,0.233,0,0,0,14,5,0,0
CUST100460,48,Male,Chennai,772000,8,Silver,220000,1,23,13,13114,0.31,1,0,0,18,3,1,0
CUST100461,52,Male,Mumbai,638000,2,Silver,176000,1,6,5,9584,0.576,2,0,1,20,2,1,0
CUST100462,55,Male,Pune,431000,16,Basic,73000,1,27,2,2248,0.297,0,0,0,21,2,1,0
CUST100463,47,Male,Delhi NCR,425000,39,Basic,58000,2,40,2,1967,0.445,3,0,0,4,0,0,0
CUST100464,62,Female,Pune,849000,123,Silver,191000,2,41,3,2060,0.321,2,0,0,7,2,0,0
CUST100465,68,Male,Delhi NCR,1261000,15,Gold,479000,4,22,19,38467,0.215,0,0,1,30,1,1,0
CUST100466,72,Female,Bangalore,679000,15,Silver,193000,1,77,3,7815,0.205,0,0,0,12,3,0,0
CUST100467,72,Male,Hyderabad,758000,5,Silver,260000,2,17,5,10381,0.359,0,0,0,6,1,0,0
CUST100468,51,Female,Delhi NCR,999000,70,Gold,397000,2,2,11,38710,0.324,0,0,0,26,4,1,0
CUST100469,56,Male,Chennai,427000,107,Basic,89000,1,55,9,3347,0.258,0,0,2,23,3,0,0
CUST100470,53,Female,Hyderabad,1096000,3,Gold,524000,1,21,16,34457,0.43,0,0,1,10,2,0,0
CUST100471,53,Male,Mumbai,1145000,4,Gold,439000,1,35,8,17493,0.288,3,0,3,0,3,0,1
CUST100472,52,Male,Mumbai,3054000,11,Platinum,2056000,1,36,5,77773,0.33,1,0,3,0,0,0,1
CUST100473,55,Female,Chennai,593000,77,Silver,154000,1,31,14,14726,0.188,1,1,1,8,1,0,0
CUST100474,70,Female,Delhi NCR,567000,156,Silver,191000,3,35,6,13394,0.421,3,1,0,7,2,1,0
CUST100475,58,Female,Mumbai,1113000,16,Gold,496000,4,45,16,31000,0.541,1,1,2,19,0,0,0
CUST100476,43,Male,Bangalore,1145000,49,Gold,360000,2,22,2,10251,0.334,0,0,3,2,1,1,0
CUST100477,67,Female,Chennai,543000,31,Basic,98000,2,18,0,1935,0.518,0,0,2,0,1,1,0
CUST100478,57,Female,Delhi NCR,584000,9,Silver,206000,1,24,3,11302,0.744,1,0,0,24,0,1,0
CUST100479,61,Female,Delhi NCR,982000,28,Gold,380000,1,60,1,16912,0.332,1,0,1,0,0,0,0
CUST100480,58,Male,Pune,463000,100,Basic,88000,3,33,9,4920,0.388,2,0,0,0,0,1,0
CUST100481,59,Female,Bangalore,582000,50,Silver,174000,1,53,6,4913,0.176,1,1,2,0,1,1,0
CUST100482,59,Female,Pune,766000,52,Silver,169000,1,45,16,8132,0.618,3,1,3,25,3,1,0
CUST100483,38,Female,Delhi NCR,1261000,48,Gold,551000,3,37,3,22830,0.772,1,0,1,0,1,0,0
CUST100484,61,Male,Hyderabad,,6,Basic,69000,1,7,4,3414,0.362,1,0,1,19,0,1,0
CUST100485,47,Male,Chennai,300000,25,Basic,47000,2,35,11,1141,0.196,0,0,0,20,4,1,0
CUST100486,49,Female,Mumbai,300000,41,Basic,63000,2,29,4,2418,0.261,2,0,1,0,1,1,1
